0,3,320.0,4.050632911392405
6,3,380.0,5.946791862284821
11,3,252.0,5.25
12,5,950.0,5.889646621202727
13,3,299.0,5.137457044673539
14,4,579.0,5.169642857142857
16,4,375.0,5.0675675675675675
17,5,289.0,2.8969526864474737
18,3,309.0,4.753846153846154
25,3,295.068,5.96579053780833
28,3,320.0,5.339562823293843
31,3,499.0,5.544444444444444
33,4,300.0,4.285714285714286
39,3,290.0,5.37037037037037
43,3,345.0,4.107142857142857
44,4,449.0,4.157407407407407
45,3,420.0,5.630026809651475
47,3,329.0,5.612418969634937
48,3,355.0,5.546875
56,3,226.0,5.022222222222222
57,3,600.0,5.660377358490566
59,3,319.024,5.876293976791306
60,4,569.0,5.035398230088496
63,3,329.0,4.7
71,3,370.496,5.6
73,3,339.0,5.844827586206897
79,3,329.0,4.7
80,3,245.0,5.072463768115942
81,3,319.0,4.796992481203008
82,3,273.0,3.4556962025316458
84,3,364.0,5.6
93,5,690.0,5.0
104,3,275.0,5.188679245283019
115,3,397.0,4.362637362637362
116,4,450.0,3.629032258064516
119,3,359.0,6.189655172413793
120,3,276.36400000000003,5.710000000000001
124,3,333.06,6.1
127,4,381.457,5.509995666618518
136,3,340.0,5.230769230769231
143,3,355.0,4.493670886075949
147,4,385.0,4.277777777777778
150,4,279.0,4.359375
154,3,322.558,5.710001770224818
157,3,339.0,4.6438356164383565
158,3,353.88199999999995,5.8999999999999995
160,4,465.0,5.166666666666667
171,3,289.0,4.616613418530351
174,3,326.073,6.1499999999999995
175,4,259.0,3.8888888888888893
176,4,375.0,3.9473684210526314
178,3,415.0,5.431937172774869
187,6,1140.0,5.9067357512953365
192,3,276.0,5.2075471698113205
196,5,450.0,3.4615384615384617
197,3,245.0,5.104166666666667
198,5,900.0,5.832793259883344
202,3,409.0,3.728350045578851
204,4,599.0,4.074829931972789
208,3,363.13300000000004,6.1000000000000005
210,3,245.7,4.2
213,3,308.066,6.049999999999999
214,3,323.357,5.737349183818312
215,3,385.0,4.020048031742717
217,4,469.0,5.0978260869565215
219,3,400.0,5.797101449275362
220,3,370.0,5.138888888888889
223,4,334.57300000000004,4.587590840532017
224,3,289.0,4.3589743589743595
229,3,409.0,4.397849462365591
230,3,299.0,5.05922165820643
234,3,309.0,5.237288135593221
235,3,315.0,3.9873417721518987
245,3,615.0,5.970873786407767
251,3,310.0,4.84375
253,4,324.9,4.39054054054054
255,3,328.842,5.749991257212799
257,3,360.0,3.287671232876712
259,3,311.76599999999996,5.709999999999999
261,3,320.0,4.2105263157894735
268,5,420.0,4.615384615384615
270,3,265.0,5.638297872340425
280,4,299.0,4.052588777446462
284,4,355.0,4.797297297297297
286,3,298.0,4.65625
289,5,690.0,5.0
291,3,263.0,5.9772727272727275
295,4,350.0,4.6198521647307285
298,3,210.0,4.285714285714286
299,3,344.0,5.548387096774194
301,4,340.0,4.80225988700565
303,3,209.0,4.8604651162790695
304,3,365.0,5.53030303030303
305,4,399.0,4.680351906158358
307,3,274.0,3.5584415584415585
310,3,265.0,5.638297872340425
316,3,324.0,4.764705882352941
317,3,275.0,4.296875
318,3,335.0,4.71830985915493
320,3,230.0,5.4245283018867925
322,3,310.0,4.769230769230769
323,3,325.0,5.327868852459017
325,3,249.99900000000002,4.629611111111111
326,3,279.0,4.359375
327,3,438.691,5.667842377260981
328,3,340.0,5.230769230769231
331,4,399.0,4.6395348837209305
332,4,329.999,4.402334578441836
333,3,300.0,4.087193460490463
334,4,390.0,3.0
335,3,219.99900000000002,4.680829787234043
339,3,379.0,5.121621621621622
350,3,309.0,4.446043165467626
352,3,285.0,5.9375
353,3,350.0,5.46875
355,3,349.566,5.70999673309376
357,3,318.0,4.746268656716418
361,3,320.0,5.161290322580645
366,3,456.19199999999995,5.9399999999999995
369,3,289.0,5.351851851851852
371,3,285.0,4.453125
372,3,285.0,6.0638297872340425
376,3,329.0,4.7
377,3,296.56,5.965801649567491
382,3,275.0,5.851063829787234
383,3,402.0,6.0
386,4,625.0,5.208333333333333
387,3,259.0,4.841121495327103
388,3,374.775,5.699999999999999
392,3,299.0,5.802445177566466
393,4,259.0,3.463492912543461
397,3,436.51800000000003,6.088966383038081
398,3,290.0,4.53125
400,3,402.0,6.0
401,3,329.0,4.91044776119403
409,3,340.0,5.666666666666667
414,3,279.0,5.9361702127659575
417,4,385.0,4.277777777777778
420,3,348.406,5.8
422,3,390.0,5.963302752293577
424,3,380.0,4.162102957283681
425,3,357.18,6.0
426,3,324.0,4.628571428571429
429,4,315.0,4.279891304347826
430,3,320.0,4.571428571428571
432,3,299.0,5.6415094339622645
433,3,275.0,4.296875
434,3,459.0,6.202702702702703
436,4,465.0,6.000774293457221
438,5,450.0,4.891304347826087
441,4,390.2,5.659994197853206
448,3,335.029,5.609996651038178
450,3,311.92,5.6
453,3,320.0,5.161290322580645
454,3,320.0,5.161290322580645
458,3,330.055,5.5
462,3,325.0,5.078125
463,3,395.0,5.197368421052632
475,3,335.0,5.677966101694915
476,4,325.0,4.642857142857143
478,3,280.29900000000004,5.960004252604721
480,4,590.0,3.933333333333333
481,3,279.0,3.576923076923077
486,3,289.0,6.148936170212766
493,3,315.0,5.338983050847458
494,3,255.0,5.3125
495,3,278.0,4.633333333333334
496,4,355.0,4.797297297297297
498,4,450.0,4.398826979472141
499,3,349.99,4.380350438047559
500,3,364.981,5.1032019015659955
501,4,349.0,5.369230769230769
502,3,279.0,6.2
